"3xl:text-lg","flex href","h-auto src","2xl:text-med","text-textGrey4","font-bold","text-xxs","font-bold 2","text-xxs 2","font-bold 3","text-xxs 3","text-limited","text-rare","font-semibold","text-super-rare","font-semibold 2","font-semibold 3"
"2466th","https://www.soraredata.com/player/113485607592740907085871933673640431999282806277021280923144185289422747846254","https://assets.sorare.com/player/043c4d8b-a962-4e2a-a1a2-c0b6df196def/picture/avatar-7b4e6e40c93177db03dc28b5edb3209c.png","Franco Ibarra","Midfielder  - 21","43.1","100%  PLAYED","42.0","80%  PLAYED","41.0","68%  PLAYED","Ξ 0,0035","Ξ 0,0342","3-day average","Ξ 0,247","3-day average","2-week average"
"2467th","https://www.soraredata.com/player/100330429666455418223021646156033010284888274040568067040085174800142312772448","https://assets.sorare.com/player/8959179b-1253-4e77-b266-d8fe83ce810c/picture/avatar-533234e8c23b12290ec4b0db1cb18dcc.png","Ibrahima Wadji","Forward  - 27","48.2","100%  PLAYED","42.0","93%  PLAYED","45.7","93%  PLAYED","Ξ 0,0028","Ξ 0,0300","3-day average","Ξ 0,104","7-day average","Last public sale"
"2468th","https://www.soraredata.com/player/101393715459552866632214790857012874519512754011718587699279319118515264606682","https://assets.sorare.com/player/5fea9cd7-613d-43b8-88dd-8c18e48e9ff7/picture/avatar-d766e9ea1356e0d33d44c3652adf4104.png","Ferran Jutglà","Forward  - 24","51.3","100%  PLAYED","42.0","87%  PLAYED","50.3","93%  PLAYED","Ξ 0,0113","Ξ 0,112","3-day average","Ξ 0,541","3-day average","7-day average"
"2469th","https://www.soraredata.com/player/73316581563491503915074600139037010995178385732387350156667874456041857108968","https://assets.sorare.com/player/d5778954-b57c-4678-80b0-e128c17f9952/picture/avatar-4bfb4e40b8b9041a28f15f261e7fb836.png","Seamus Coleman","Defender  - 34","37.7","100%  PLAYED","41.9","100%  PLAYED","41.0","68%  PLAYED","Ξ 0,0008","Ξ 0,0096","3-day average","Ξ 0,0915","1-month average","Last public sale"
"2470th","https://www.soraredata.com/player/24891041231816402813701516864129319039567130539672577983665337554740452746637","https://assets.sorare.com/player/ee2bf72c-5eed-4e5f-9676-685b030f78b5/picture/avatar-d5d639972fd80a0590e3135d3301dd79.png","Noah Bischof","Forward  - 20","41.2","80%  PLAYED","41.9","80%  PLAYED","35.3","70%  PLAYED","Ξ 0,0013","Ξ 0,0194","3-day average","Ξ 0,216","7-day average","Last public sale"
"2471st","https://www.soraredata.com/player/laureano-antonio-villa-suarez","https://assets.sorare.com/player/f5bd5437-c880-49be-b3c2-10c17441f963/picture/avatar-35e9ab587a065005fac5be7ddd4f1b37.png","Toni Villa","Midfielder  - 28","33.0","80%  PLAYED","41.9","87%  PLAYED","36.9","80%  PLAYED","Ξ 0,0008","No sale","7-day average","No sale","",""
"2472nd","https://www.soraredata.com/player/71435025925721871420335911925612277322980488525701680543492643968914785408140","https://assets.sorare.com/player/8236f6c3-5062-471c-87a4-48e0ab74e2e2/picture/avatar-29e231048e49817bf2590329b362ec1e.png","Thijmen Blokzijl","Defender  - 18","42.2","80%  PLAYED","41.9","87%  PLAYED","41.9","33%  PLAYED","Ξ 0,0016","Ξ 0,0365","3-day average","Ξ 0,188","2-week average","Last public sale"
"2473rd","https://www.soraredata.com/player/6211746841266411894673568108680778395855047973185883783098751969260983415847","https://assets.sorare.com/player/6bff342d-cf81-44e9-882d-468c16d25f00/picture/avatar-31f69a5c7a7844778d8a25cde7ee9578.png","Milutin Osmajić","Forward  - 23","35.7","100%  PLAYED","41.9","100%  PLAYED","37.9","78%  PLAYED","Ξ 0,0033","Ξ 0,0275","1-month average","Ξ 0,0370","Last public sale","Last public sale"
"2474th","https://www.soraredata.com/player/42782512033311650051023473091583171030216037370265341782373083682926136302403","https://assets.sorare.com/player/b15386f7-9926-4333-8e21-65d20d5f1099/picture/avatar-299492562bde4309877f2b7abb5d3b31.png","Jean Zimmer","Midfielder  - 29","43.0","80%  PLAYED","41.9","87%  PLAYED","36.4","80%  PLAYED","Ξ 0,0004","Ξ 0,0077","3-day average","Ξ 0,0829","2-week average","Last public sale"
"2475th","https://www.soraredata.com/player/83272639051436686791786864253491833168301955218290375367344212032581475235904","https://assets.sorare.com/player/69d91e74-4974-47d5-898b-66aaa93c718c/picture/avatar-53dd40391f66423ea968b900a5e8cdf2.png","Mattias Svanberg","Midfielder  - 24","44.7","80%  PLAYED","41.9","93%  PLAYED","39.6","90%  PLAYED","Ξ 0,0011","Ξ 0,0250","3-day average","Ξ 0,0800","3-day average","1-month average"
"2476th","https://www.soraredata.com/player/105528218628425712937792821019629160032260810237793405343544329456850760738741","https://assets.sorare.com/player/37beb7e7-1cbe-4deb-97d8-3ea0f6a2e1a4/picture/avatar-74e1b21cd22bbf45efc4690ba25d3ffe.png","Luca Zanimacchia","Forward  - 24","43.9","100%  PLAYED","41.9","87%  PLAYED","44.5","83%  PLAYED","Ξ 0,0108","Ξ 0,0800","Last public sale","No sale","Last public sale",""
"2477th","https://www.soraredata.com/player/106139345089230449288495920351767671232639095984773477938718679484151768766169","https://assets.sorare.com/player/d900ac93-2e3b-4a0a-ac0e-30e7a002f04a/picture/avatar-d82bb855f638a1d0e91a0ec4d2046953.png","Genki Haraguchi","Midfielder  - 31","39.6","100%  PLAYED","41.9","93%  PLAYED","41.7","78%  PLAYED","Ξ 0,0005","Ξ 0,0189","3-day average","Ξ 0,0803","2-week average","Last public sale"
"2478th","https://www.soraredata.com/player/9665519160381523685328722626493386558376039756280981280540624124296447847679","https://assets.sorare.com/player/d1057c72-816f-433a-a9f0-4754381f3a86/picture/avatar-46eaa9825038d48bfc5c49e52672ee0e.png","Morgan Gibbs-White","Midfielder  - 23","36.5","100%  PLAYED","41.9","93%  PLAYED","44.6","98%  PLAYED","Ξ 0,0026","Ξ 0,0393","3-day average","Ξ 0,359","1-month average","Last public sale"
"2479th","https://www.soraredata.com/player/82958189322203106863013518988256208621805619426231482152221295783873827896857","https://assets.sorare.com/player/5b16fb29-c78d-4840-90be-485536348166/picture/avatar-b6a391645e226454c25c568e7d97fec4.png","Gavin Bazunu","Goalkeeper  - 21","33.5","100%  PLAYED","41.9","100%  PLAYED","44.0","95%  PLAYED","Ξ 0,0325","Ξ 0,457","3-day average","Ξ 2,402","7-day average","Last public sale"
"2480th","https://www.soraredata.com/player/103747936156397053416684460422309856465295443974720290978148753074318653396992","https://assets.sorare.com/player/d986a8ba-8866-485f-8076-f69f1f79bbc2/picture/avatar-2cd1b176119e180a05d7e899f33e484e.png","Baptiste Reynet","Goalkeeper  - 32","43.8","100%  PLAYED","41.9","87%  PLAYED","47.7","93%  PLAYED","Ξ 0,0056","Ξ 0,0944","3-day average","Ξ 0,304","7-day average","2-week average"
"2481st","https://www.soraredata.com/player/26436857616497545659217231559389291396855408037147788266880518913437503205023","https://assets.sorare.com/player/af032a5b-9865-4477-9340-90e8509d1c5a/picture/cc6b2e216fa82373f50326bf9cdee0aa.png","Omar Campos","Defender  - 20","45.4","100%  PLAYED","41.9","100%  PLAYED","47.7","93%  PLAYED","Ξ 0,0020","Ξ 0,0236","3-day average","Ξ 0,209","3-day average","7-day average"
"2482nd","https://www.soraredata.com/player/16155990990580665120201479636752052915116378784862214107548330488247957676810","https://assets.sorare.com/player/0211f7f4-9a13-43f7-93be-ae9da1350df6/picture/avatar-e4e353627f01082603e8f2ffc4ab031e.png","Jorge Pombo","Midfielder  - 29","35.8","100%  PLAYED","41.9","93%  PLAYED","40.8","70%  PLAYED","Ξ 0,0004","Ξ 0,0221","3-day average","Ξ 0,219","1-month average","Last public sale"
"2483rd","https://www.soraredata.com/player/89662917601886139422990959070836293303751058048554409780155440907313985630990","https://assets.sorare.com/player/1223897e-64d1-42aa-a3ba-2686c709a232/picture/avatar-7b5063b5bb960d77f19b06f01965e7f5.png","Richie Laryea","Defender  - 28","52.2","80%  PLAYED","41.9","87%  PLAYED","44.9","68%  PLAYED","Ξ 0,0033","Ξ 0,0342","3-day average","Ξ 0,500","7-day average","Last public sale"
"2484th","https://www.soraredata.com/player/98443914241418202139567700946491099883774662383067909261471932459699246950288","https://assets.sorare.com/player/f8f1218c-c2b9-41e3-9004-0920a92b3f0e/picture/avatar-1e5090a05d8d7180e2ec9c9e4812bf7b.png","João Figueiredo","Forward  - 26","37.6","60%  PLAYED","41.9","80%  PLAYED","45.5","93%  PLAYED","Ξ 0,0025","Ξ 0,0564","3-day average","Ξ 0,294","Last public sale","Last public sale"
"2485th","https://www.soraredata.com/player/111059401100196971860877307198118525125722649264686434914885035101723631148940","https://assets.sorare.com/player/d41bc5cb-c9be-4dfc-9874-b6e43529bc47/picture/avatar-962e5021f58b229c453b227f9b59807c.png","Amos Pieper","Defender  - 25","56.4","80%  PLAYED","41.9","93%  PLAYED","45.0","83%  PLAYED","Ξ 0,0008","Ξ 0,0115","3-day average","Ξ 0,132","3-day average","Last public sale"
"2486th","https://www.soraredata.com/player/16445984821473956752263677876590351433627049330373278089775194999212863590106","https://assets.sorare.com/player/4bf5b2bb-b3e6-48d2-b0f5-1487c51c0046/picture/avatar-fb8d3663ce7bfe8dfe78fe738476a4a3.png","Vedran Jugović","Midfielder  - 33","47.6","100%  PLAYED","41.9","100%  PLAYED","38.9","75%  PLAYED","Ξ 0,0004","Ξ 0,0041","7-day average","Ξ 0,0300","3-day average","Last public sale"
"2487th","https://www.soraredata.com/player/26876369344023492027169302042438816745539762147127407399947854624605640757602","https://assets.sorare.com/player/c1c3aa6e-c048-4f96-b618-a27487d509fe/picture/avatar-ce3a18ac375b4ba516d291c0c1eb04e2.png","Jens Cajuste","Midfielder  - 23","40.2","100%  PLAYED","41.9","93%  PLAYED","41.8","75%  PLAYED","Ξ 0,0018","Ξ 0,0584","3-day average","Ξ 0,191","3-day average","Last public sale"
"2488th","https://www.soraredata.com/player/50466059908929593340905320086400382917724445237626951540373271359365023954656","https://assets.sorare.com/player/f523e1c8-235d-4cbe-8991-0f1d21006a20/picture/avatar-924a0956ece094c2fa90ef4a0a9c4448.png","Murray Wallace","Defender  - 30","48.4","100%  PLAYED","41.8","93%  PLAYED","45.2","88%  PLAYED","Ξ 0,0010","Ξ 0,0190","3-day average","No sale","2-week average",""
"2489th","https://www.soraredata.com/player/12632147517513354599057882844721642680336631686468109349671341122760947017462","https://assets.sorare.com/player/26b525f9-7a65-45d5-8024-4b5331ce8a14/picture/avatar-1c531654ad4277657198761020f5fa78.png","Kim Geon-Woong","Midfielder  - 25","30.9","60%  PLAYED","41.8","87%  PLAYED","44.3","93%  PLAYED","Ξ 0,0004","Ξ 0,0111","3-day average","Ξ 0,0777","7-day average","Last public sale"
"2490th","https://www.soraredata.com/player/55413385331995490733494055455698718150865323816256369845455577706548434186139","https://assets.sorare.com/player/41dbc305-1dfb-44fa-977e-d81db224761f/picture/avatar-6539be8cc2c6847b300d709b2cb94694.png","Agon Elezi","Midfielder  - 22","42.9","80%  PLAYED","41.8","80%  PLAYED","41.9","75%  PLAYED","Ξ 0,0006","Ξ 0,0268","3-day average","Ξ 0,130","Last public sale","Last public sale"
"2491st","https://www.soraredata.com/player/101167409649830118321059611846058507033835872297882052675325716842238295250287","https://assets.sorare.com/player/82ca2d65-2596-440b-b620-3bc5d67cca22/picture/avatar-6f47fc8d09ffa052a12a50cc87b72720.png","David Jensen","Goalkeeper  - 31","45.4","80%  PLAYED","41.8","93%  PLAYED","41.2","63%  PLAYED","Ξ 0,0036","Ξ 0,0754","3-day average","Ξ 0,396","3-day average","Last public sale"
"2492nd","https://www.soraredata.com/player/33879236896957562819317366073636244492464522537250077428720650471401486196598","https://assets.sorare.com/player/ba766938-37e3-46f0-bc72-cb3f31b0c691/picture/avatar-65e18e140ca1fd105d3eeac0f9f4334f.png","Sei Muroya","Defender  - 29","53.6","100%  PLAYED","41.8","100%  PLAYED","41.7","93%  PLAYED","Ξ 0,0007","Ξ 0,0109","3-day average","Ξ 0,146","3-day average","Last public sale"
"2493rd","https://www.soraredata.com/player/46445153191351914634905288371648145782495687194833903246718922563612007901258","https://assets.sorare.com/player/4d4cac53-5059-4be9-98b2-05ce2d4eb832/picture/avatar-39590cd5a798b78f9ecd36cddbdec589.png","Youssouph Badji","Forward  - 21","58.7","100%  PLAYED","41.8","93%  PLAYED","38.1","70%  PLAYED","Ξ 0,0026","Ξ 0,0387","3-day average","Ξ 0,230","2-week average","Last public sale"
"2494th","https://www.soraredata.com/player/issam-jebali","https://assets.sorare.com/player/3f84aa33-1977-49d2-956d-5576040688e5/picture/avatar-b24e0fdc3a15306f75980cd768d3da85.png","Issam Jebali","Forward  - 31","39.3","60%  PLAYED","41.8","80%  PLAYED","53.2","78%  PLAYED","No sale","No sale","","No sale","",""
"2495th","https://www.soraredata.com/player/70988158195997673866621153591093501205154738642675080170481013207349589445875","https://assets.sorare.com/player/2e2b914e-e288-400d-a955-9a89e4497e1a/picture/avatar-c23057dec13611c5ea5df0761c986844.png","Gerso Fernandes","Forward  - 32","43.0","100%  PLAYED","41.8","93%  PLAYED","50.2","98%  PLAYED","Ξ 0,0035","Ξ 0,0531","3-day average","Ξ 0,311","3-day average","7-day average"
"2496th","https://www.soraredata.com/player/67227633581574428619614029958985730888607587910386574089380342026862203148273","https://assets.sorare.com/player/65242f1b-3874-4470-8853-c5fb8e478eba/picture/avatar-94fb238ceed044eee5dfc5fda2eb6391.png","Matías Vecino","Midfielder  - 31","38.1","80%  PLAYED","41.8","87%  PLAYED","38.5","93%  PLAYED","Ξ 0,0005","Ξ 0,0169","3-day average","Ξ 0,134","Last public sale","Last public sale"
"2497th","https://www.soraredata.com/player/112898141801487203615889919382323680207865336742127408044979470823484768066837","https://assets.sorare.com/player/7d17bc50-839c-4ad3-9da2-391c26beeab9/picture/avatar-c6f1ba15027f25f5f242e3a911e05762.png","Ryan Leonard","Midfielder  - 30","53.1","80%  PLAYED","41.8","80%  PLAYED","39.7","38%  PLAYED","Ξ 0,0007","Ξ 0,0260","3-day average","Ξ 0,0898","7-day average","1-month average"
"2498th","https://www.soraredata.com/player/111480608352569163609874921799456592038925596255541739345338627983325074068878","https://assets.sorare.com/player/8d9d8350-40a2-4e24-9c97-8417cf2f8103/picture/avatar-b3b686e6493a627bf6715e1f43a90151.png","Andrea Cambiaso","Defender  - 23","45.0","60%  PLAYED","41.8","80%  PLAYED","40.6","65%  PLAYED","Ξ 0,0016","Ξ 0,0350","3-day average","No sale","1-month average",""
"2499th","https://www.soraredata.com/player/54277231639993048233923799387036281387611427527867217256223511836468075311163","https://assets.sorare.com/player/43e4be3b-8970-41e9-88a1-2a4d9a1454d7/picture/avatar-c32b33e64f47d8e58eb77ab02ab69101.png","Arbër Hoxha","Forward  - 24","34.7","60%  PLAYED","41.8","87%  PLAYED","42.8","85%  PLAYED","Ξ 0,0011","Ξ 0,0203","7-day average","Ξ 0,136","1-month average","Last public sale"
"2500th","https://www.soraredata.com/player/100074795331725306778359057908502261897222462578048328819173742882042730587355","https://assets.sorare.com/player/ae5c07e7-484e-4b08-a698-bc0667d89fae/picture/avatar-e61d1230fe3d06a5331f54f26332ecea.png","Ferdinand Oswald","Goalkeeper  - 32","37.3","80%  PLAYED","41.8","93%  PLAYED","46.0","93%  PLAYED","Ξ 0,0053","Ξ 0,129","3-day average","Ξ 0,550","7-day average","Last public sale"
"2501st","https://www.soraredata.com/player/36671167035203533943681161820694298130754814492519590198944511801522651463115","https://assets.sorare.com/player/d77924c8-7ffb-46e6-8433-855b1aa771e6/picture/avatar-920362c78edde1c80ed37263401c87ef.png","Max Besuschkow","Midfielder  - 25","45.2","100%  PLAYED","41.8","87%  PLAYED","44.1","95%  PLAYED","Ξ 0,0006","Ξ 0,0105","2-week average","Ξ 0,0565","1-month average","1-month average"
"2502nd","https://www.soraredata.com/player/84633106596521525254656242400801598649137979658275799465607536089516299341039","https://assets.sorare.com/player/6671bff6-e4e6-469a-9d8b-c74cd69c5969/picture/avatar-bf3c563ac554ca496312cf080d1bdd6b.png","Takaaki Shichi","Defender  - 29","30.3","80%  PLAYED","41.7","80%  PLAYED","39.3","90%  PLAYED","Ξ 0,0004","Ξ 0,0072","3-day average","Ξ 0,0680","2-week average","1-month average"
"2503rd","https://www.soraredata.com/player/77780453227158522048060219426673867617068069011116298159358865268862742903666","https://assets.sorare.com/player/9dbf4d97-a7d5-4c49-a364-70ba96333572/picture/avatar-56077fb972b1e4d8752f327c2c5e924c.png","Ben Davies","Defender  - 29","35.3","40%  PLAYED","41.7","80%  PLAYED","41.0","78%  PLAYED","Ξ 0,0011","Ξ 0,0117","3-day average","Ξ 0,248","3-day average","Last public sale"
"2504th","https://www.soraredata.com/player/27542955989905743797379764765965245119429489552058193196505849989809279467769","https://assets.sorare.com/player/a31a5fe4-30c7-4c99-b096-ccea378efce9/picture/avatar-5d0270c1838513e840771a0c49e2a237.png","Ali Vural","Goalkeeper  - 32","35.8","100%  PLAYED","41.7","100%  PLAYED","46.2","88%  PLAYED","Ξ 0,0069","Ξ 0,146","3-day average","Ξ 0,246","7-day average","1-month average"
"2505th","https://www.soraredata.com/player/51585997376373881220360173161272461605348910780429756498019992570460616935546","https://assets.sorare.com/player/22869ca3-e43b-4a6c-bfe9-dab057e2fb4c/picture/avatar-0a9f2d8b9d92fdcdf234e896dc66b428.png","Esteban Burgos","Defender  - 31","41.0","100%  PLAYED","41.7","80%  PLAYED","42.0","65%  PLAYED","Ξ 0,0004","Ξ 0,0062","2-week average","Ξ 0,0337","2-week average","Last public sale"
"2506th","https://www.soraredata.com/player/66024884324888612478003157011669140765894338487297331657094284995048104704865","https://assets.sorare.com/player/a6322056-6b2b-43db-a2f8-3e3a0da22615/picture/avatar-0b2c10159d93ec3ea627b6abad60243d.png","Clerc","Defender  - 31","41.7","100%  PLAYED","41.7","93%  PLAYED","41.4","57%  PLAYED","Ξ 0,0005","Ξ 0,0059","3-day average","Ξ 0,0583","2-week average","7-day average"
"2507th","https://www.soraredata.com/player/55058315943669411479699211564265244347270764542965893062397060125247205160768","https://assets.sorare.com/player/7dd4da59-e8fd-4768-9f90-442f8e7d682e/picture/avatar-c1d369beb239bce260e192c77030e18e.png","Gerrit Nauber","Defender  - 30","39.9","80%  PLAYED","41.7","93%  PLAYED","41.5","75%  PLAYED","Ξ 0,0005","Ξ 0,0125","7-day average","Ξ 0,0409","2-week average","1-month average"
"2508th","https://www.soraredata.com/player/105128281952817942095789768679035748415892743621490968063242651138564394739668","https://assets.sorare.com/player/b7bb32ed-36ba-45c6-9710-6cab6a29a87c/picture/avatar-fb873ad44f515302543421b14fbd9eee.png","Fabian Nürnberger","Midfielder  - 23","43.3","80%  PLAYED","41.7","80%  PLAYED","46.2","75%  PLAYED","Ξ 0,0004","Ξ 0,0077","3-day average","Ξ 0,133","7-day average","Last public sale"
"2509th","https://www.soraredata.com/player/57071964160491682596591655676409763533438137177096485299832116009831848582000","https://assets.sorare.com/player/ff138887-a5e7-4044-b6f6-8c6f2d9629b3/picture/avatar-b8b4acebeb47a429c9f186628045132d.png","Thomas Lemar","Midfielder  - 27","50.8","100%  PLAYED","41.7","87%  PLAYED","43.6","60%  PLAYED","Ξ 0,0024","Ξ 0,0236","3-day average","Ξ 0,185","3-day average","2-week average"
"2510th","https://www.soraredata.com/player/31255099262535434351110411030497733449833145767336765155005906946587534559378","https://assets.sorare.com/player/80e33469-4209-4aa0-8abd-02c6d604732f/picture/avatar-6f6405aa5071f91002b3da134047ac71.png","Dani Ojeda","Forward  - 28","40.1","100%  PLAYED","41.7","93%  PLAYED","46.4","90%  PLAYED","Ξ 0,0006","Ξ 0,0200","7-day average","Ξ 0,0727","3-day average","Last public sale"
"2511th","https://www.soraredata.com/player/72606026581271584218129011585789642916380806569333796066534529678521921733517","https://assets.sorare.com/player/139f50fd-094a-4644-b62f-bbe45c055b46/picture/avatar-7faa38e489c5a5dd9c77606bfdb451b3.png","Nathaniel Clyne","Defender  - 32","35.3","60%  PLAYED","41.7","87%  PLAYED","41.2","80%  PLAYED","Ξ 0,0005","Ξ 0,0066","3-day average","No sale","7-day average",""
"2512th","https://www.soraredata.com/player/102524797845446249415714578241929885659106749511787188511591993107484539847364","https://assets.sorare.com/player/c0a1ce7d-3b0b-4292-8e62-ce5e08a3ae05/picture/avatar-085ff07d38a60b36b56448dfda219e3e.png","Janik Haberer","Midfielder  - 29","31.5","100%  PLAYED","41.7","93%  PLAYED","42.7","88%  PLAYED","Ξ 0,0010","Ξ 0,0150","3-day average","Ξ 0,0828","1-month average","1-month average"
"2513th","https://www.soraredata.com/player/53120783282031394287956821726940625747649434043910469919252743306308114406656","https://assets.sorare.com/player/ebf6e157-cfef-4e5f-a337-0758fd8ff285/picture/avatar-0720b15f2dc42bbb4471b530744cd18c.png","Kai Pröger","Midfielder  - 30","40.4","100%  PLAYED","41.6","93%  PLAYED","41.7","98%  PLAYED","Ξ 0,0004","Ξ 0,0098","3-day average","Ξ 0,134","2-week average","Last public sale"
"2514th","https://www.soraredata.com/player/72932514996708309727766517852254172397334458756389160286137605988414153670551","https://assets.sorare.com/player/0f3b4fbc-5086-4c90-b8b8-70fdbdff624c/picture/avatar-45624903038d4bc6b313dd23622092fc.png","Matúš Bero","Midfielder  - 27","38.2","60%  PLAYED","41.6","80%  PLAYED","46.1","88%  PLAYED","Ξ 0,0005","Ξ 0,0083","3-day average","Ξ 0,108","3-day average","1-month average"
"2515th","https://www.soraredata.com/player/84519308542708844080826341672839356490573652386553586391412947441696698917432","https://assets.sorare.com/player/55c280e9-8edb-46a6-909f-a09af105e815/picture/avatar-0642fbd2a7a5cc974606255859c4f129.png","Bernhard Zimmermann","Forward  - 21","39.3","80%  PLAYED","41.6","80%  PLAYED","42.0","83%  PLAYED","Ξ 0,0010","Ξ 0,0269","3-day average","Ξ 0,323","7-day average","Last public sale"
"2516th","https://www.soraredata.com/player/51472315356366413321418985581621544973800528198136452172520256351584382762786","https://assets.sorare.com/player/3874e7ef-f886-4d4c-abfb-2e04d0c1086e/picture/avatar-3dd27e76bc090bb825005205ff2b3d6c.png","Marvin Plattenhardt","Defender  - 31","41.6","100%  PLAYED","41.6","93%  PLAYED","44.4","75%  PLAYED","Ξ 0,0005","Ξ 0,0114","3-day average","Ξ 0,0600","2-week average","Last public sale"
"2517th","https://www.soraredata.com/player/29238643561871289013341720563752572054198828221354373735401663010463203942862","https://assets.sorare.com/player/ee1c814e-80c6-474c-a0b4-3d850867ffea/picture/avatar-a8c0a01437332be2ecdee94602dd0305.png","Lucas Boyé","Forward  - 27","42.3","80%  PLAYED","41.6","93%  PLAYED","40.5","73%  PLAYED","Ξ 0,0017","Ξ 0,0343","3-day average","Ξ 0,163","2-week average","Last public sale"
"2518th","https://www.soraredata.com/player/114880696871397366666077438590925707866671369698134041760300336632111456241533","https://assets.sorare.com/player/da0113dc-40e6-4c7f-9525-8e4cc61c4eee/picture/avatar-17daea5c211f4c7b7a1825a8bc32f479.png","Íñigo Sainz-Maza","Defender  - 24","47.5","80%  PLAYED","41.6","87%  PLAYED","NA","0%  PLAYED","Ξ 0,0004","Ξ 0,0145","3-day average","Ξ 0,1000","3-day average","2-week average"
"2519th","https://www.soraredata.com/player/6608781508087378910613045992325193089651911940897052467609470333866605689350","https://assets.sorare.com/player/846576a5-12cf-4cab-960f-c6ad53529120/picture/avatar-ac01469977c06c24fa8b21f6cae77ed7.png","Nelson Semedo","Defender  - 29","38.4","100%  PLAYED","41.6","100%  PLAYED","39.6","75%  PLAYED","Ξ 0,0017","Ξ 0,0162","3-day average","Ξ 0,0884","7-day average","7-day average"
"2520th","https://www.soraredata.com/player/94062985838424609872124141462794175838853716010237006320468211091096269193094","https://assets.sorare.com/player/e9eae093-bc6a-476b-be59-830c0c565805/picture/avatar-76dff39f904df01b5c81ef87ddb99bbf.png","Peer Koopmeiners","Midfielder  - 22","38.4","100%  PLAYED","41.6","87%  PLAYED","37.7","55%  PLAYED","Ξ 0,0006","Ξ 0,0196","3-day average","Ξ 0,0864","1-month average","Last public sale"
"2521st","https://www.soraredata.com/player/105979082358562058560237571119097248642969981217562222824751420516371955004513","https://assets.sorare.com/player/9f2816a2-d371-4eb8-a08b-ba5ac3a9cc4f/picture/avatar-caf644edafd5d999a2e0f65310a2cd78.png","Moussa Sissoko","Midfielder  - 33","47.8","100%  PLAYED","41.6","93%  PLAYED","38.5","83%  PLAYED","Ξ 0,0009","Ξ 0,0117","3-day average","Ξ 0,0699","2-week average","1-month average"
"2522nd","https://www.soraredata.com/player/30609519501769212222605529778633768992690909890288141491860086863522120539923","https://assets.sorare.com/player/8e345721-4ae2-4714-abab-851b2cc79f15/picture/avatar-32ce933e31a75d74f6f52932fd73580a.png","El Bilal Touré","Forward  - 21","38.8","40%  PLAYED","41.5","80%  PLAYED","43.4","70%  PLAYED","Ξ 0,0028","Ξ 0,0464","3-day average","Ξ 0,685","7-day average","Last public sale"
"2523rd","https://www.soraredata.com/player/72261401415099822448033390996968523765401208207445590076026741546164042460172","https://assets.sorare.com/player/0da8b2f5-8084-4a04-8669-41964083872e/picture/avatar-d246a6e023e8831a3970890f7458b64e.png","Denys Kulakov","Defender  - 36","44.5","80%  PLAYED","41.5","80%  PLAYED","45.9","63%  PLAYED","Ξ 0,0006","Ξ 0,0025","Last public sale","Ξ 0,0550","1-month average","Last public sale"
"2524th","https://www.soraredata.com/player/65450439477644426577528259029130405382804446968855714406776574687420720662134","https://assets.sorare.com/player/b10431dd-40c1-40b2-962d-5dbb3dab815f/picture/avatar-76d27c3e63d3ac845c6cb67a3c8efc98.png","Tobias Raschl","Midfielder  - 23","40.3","80%  PLAYED","41.5","93%  PLAYED","38.8","80%  PLAYED","Ξ 0,0009","Ξ 0,0180","7-day average","Ξ 0,0860","7-day average","Last public sale"
"2525th","https://www.soraredata.com/player/45044597409812370137470913099095806483035976299304030008476172061061479408477","https://assets.sorare.com/player/d1b940d2-3a8d-4353-bf75-2ef8d84c7848/picture/avatar-0ddc61a64a68bee90e610df6507bb126.png","Yugo Tatsuta","Defender  - 24","28.4","60%  PLAYED","41.5","87%  PLAYED","44.4","75%  PLAYED","Ξ 0,0004","Ξ 0,0110","3-day average","Ξ 0,161","1-month average","Last public sale"
"2526th","https://www.soraredata.com/player/101685993707333961654443011872727032756555784055896443137583015309896786810340","https://assets.sorare.com/player/290d9773-4ba2-4b83-b471-312912e6dad5/picture/avatar-a0a240a5c5fbb53752ffc34f0983ab02.png","Emmanuel Mas","Defender  - 34","32.1","100%  PLAYED","41.5","100%  PLAYED","43.2","98%  PLAYED","No sale","Ξ 0,0601","Last public sale","No sale","",""
"2527th","https://www.soraredata.com/player/105837529397373709815912427750068153503780294572829916404920352383412616404274","https://assets.sorare.com/player/dcaba530-f8b4-4848-b359-56f8b1394eea/picture/avatar-5ec2e8cbadb1228a0b79ecedb343a502.png","Lucas Pratto","Forward  - 34","55.4","100%  PLAYED","41.5","93%  PLAYED","39.6","88%  PLAYED","Ξ 0,0030","Ξ 0,0369","3-day average","Ξ 0,210","3-day average","7-day average"
"2528th","https://www.soraredata.com/player/97486253773895536896237853533712972165813612349596277245096372051890526104092","https://assets.sorare.com/player/ea4bd9a7-b88c-4ea3-a940-be1da124bd6f/picture/avatar-0c89a8ce153e5afa01c84ec3bc03e9b5.png","Óscar Valentín","Midfielder  - 28","39.2","100%  PLAYED","41.5","80%  PLAYED","46.2","93%  PLAYED","Ξ 0,0006","Ξ 0,0094","3-day average","Ξ 0,115","1-month average","1-month average"
